id,full_name,first_name,last_name,is_active,team_id,birthdate,country,height,weight,position,team_name,from_year,to_year,points,assists,rebounds,all_star_appearances
77290,Billy Knight,Billy,Knight,0,1610612754,6/9/52,USA,78,195,Forward,Pacers,1976,1984,15.7,2.1,4.5,1
77287,Bob Knight,Bob,Knight,0,1610612752,4/14/05,USA,74,185,Guard-Forward,Knicks,1954,1954,3.5,4,0.5,0
2688,Brandin Knight,Brandin,Knight,0,0,12/16/81,USA,72,180,Guard,,2004,2004,0,1,0,0
202688,Brandon Knight,Brandon,Knight,1,1610612765,12/2/91,USA,74,182,Guard,Pistons,2011,2019,14.1,4,3.1,0
1510,Brevin Knight,Brevin,Knight,0,1610612739,11/8/75,USA,70,166,Guard,Cavaliers,1997,2008,7.3,6.1,2.4,0
1861,Negele Knight,Negele,Knight,0,0,3/3/67,USA,73,175,Guard,,1990,1998,6.2,2.8,1.3,0
77288,Ron Knight,Ron,Knight,0,1610612757,8/4/47,USA,79,215,Forward,Trail Blazers,1970,1971,4.7,0.8,2.8,0
77289,Toby Knight,Toby,Knight,0,1610612752,5/3/55,USA,81,210,Forward,Knicks,1977,1981,12.9,1.2,5.1,0
969,Travis Knight,Travis,Knight,0,1610612747,9/13/74,USA,84,235,Center,Lakers,1996,2002,3.4,0.6,3.1,0
77291,Lee Knorek,Lee,Knorek,0,1610612752,7/15/21,USA,79,215,Center,Knicks,1946,1949,6.7,1.6,,0
77292,Dick Knostman,Dick,Knostman,0,1610612755,8/9/31,USA,78,215,Center,Nationals,1953,1953,2.6,1.2,3.4,0
77293,Rod Knowles,Rod,Knowles,0,1610612756,2/27/46,USA,81,215,Center,Suns,1968,1968,1.1,0,1.1,0
1628995,Kevin Knox II,Kevin,Knox II,1,1610612752,8/11/99,USA,79,215,Forward,Knicks,2018,2020,4.6,0.6,1.7,
77294,Bart Kofoed,Bart,Kofoed,0,1610612762,3/24/64,USA,76,210,Forward,Jazz,1987,1992,1.5,1,0.5,0
77295,Don Kojis,Don,Kojis,0,1610612745,7/15/39,USA,75,202,Forward,Rockets,1963,1974,12.2,1.4,5.6,2
77296,Milo Komenich,Milo,Komenich,0,1610610023,6/22/20,USA,79,212,Center,Packers,1949,1949,9.9,1.9,,0
77297,Howard Komives,Howard,Komives,0,1610612752,5/9/41,USA,73,185,Guard,Knicks,1964,1973,10.2,4,2.4,0
402,Jon Koncak,Jon,Koncak,0,1610612737,5/17/63,USA,84,250,Center,Hawks,1985,1995,4.5,1,4.9,0
1629723,John Konchar,John,Konchar,1,1610612763,3/22/96,USA,77,210,Guard,Grizzlies,2019,2020,4,1.1,3.3,
77299,Bud Koper,Bud,Koper,0,1610612744,8/9/42,USA,78,210,Guard,Warriors,1964,1964,4.4,0.8,1.1,0
77300,Joe Kopicki,Joe,Kopicki,0,1610612764,6/12/60,USA,81,240,Forward,Bullets,1982,1984,3.7,0.7,2.7,0
1627788,Furkan Korkmaz,Furkan,Korkmaz,1,1610612755,7/24/97,Turkey,79,202,Guard-Forward,76ers,2017,2020,9.2,1.1,2.2,
77301,Frank Kornet,Frank,Kornet,0,1610612749,1/27/67,USA,81,225,Forward,Bucks,1989,1990,1.9,0.3,1.1,0
1628436,Luke Kornet,Luke,Kornet,1,1610612741,7/15/95,USA,86,250,Forward-Center,Bulls,2017,2020,2,0.3,1.2,
101117,Yaroslav Korolev,Yaroslav,Korolev,0,1610612746,5/7/87,Russia,81,203,Forward,Clippers,2005,2006,1.1,0.4,0.5,0
2594,Kyle Korver,Kyle,Korver,1,1610612749,3/17/81,USA,79,212,Guard-Forward,Bucks,2003,2019,9.7,1.7,3,1
77302,Len Kosmalski,Len,Kosmalski,0,1610612758,11/29/51,USA,83,245,Center,Kings,1974,1975,1.4,0.7,1.9,0
77303,Andy Kostecka,Andy,Kostecka,0,1610610029,2/10/21,USA,75,203,Forward,Jets,1948,1948,6.4,0.7,,0
77304,Harold Kottman,Harold,Kottman,0,1610612738,8/22/22,USA,80,220,Center,Celtics,1946,1946,3.1,0.3,,0
201585,Kosta Koufos,Kosta,Koufos,0,1610612758,2/24/89,USA,84,245,Center,Kings,2008,2018,5.7,0.5,5,0
77305,Tom Kozelko,Tom,Kozelko,0,1610612764,7/1/51,USA,80,220,Forward,Bullets,1973,1975,2.2,0.5,1.8,0
77306,Arvid Kramer,Arvid,Kramer,0,1610612743,10/2/56,USA,81,220,Center,Nuggets,1979,1979,2,0.4,1.5,0
77307,Barry Kramer,Barry,Kramer,0,1610612744,11/10/42,USA,76,200,Forward,Warriors,1964,1964,3.6,0.8,1.9,0
77308,Joel Kramer,Joel,Kramer,0,1610612756,11/30/55,USA,79,203,Forward,Suns,1978,1982,3.8,1,2.8,0
77309,Dan Kraus,Dan,Kraus,0,1610610024,2/13/23,USA,72,195,Guard,Bullets,1948,1948,1.6,0.5,,0
77310,Herb Krautblatt,Herb,Krautblatt,0,1610610024,11/19/26,USA,73,190,Guard,Bullets,1948,1948,1.3,0.4,,0
203139,Viacheslav Kravtsov,Viacheslav,Kravtsov,0,0,8/25/87,Ukraine,83,254,Center,,2012,2013,2.2,0.2,1.4,0
77311,Jim Krebs,Jim,Krebs,0,1610612747,9/8/35,USA,80,230,Center,Lakers,1957,1963,8,0.8,6.2,0
77312,Wayne Kreklow,Wayne,Kreklow,0,1610612738,1/4/57,USA,76,175,Guard,Celtics,1980,1980,1.2,0.4,0.5,0
77313,Tom Kron,Tom,Kron,0,1610612760,2/28/43,USA,77,200,Guard,SuperSonics,1966,1968,6.5,2.8,3.3,0
77314,Tom Kropp,Tom,Kropp,0,1610612741,2/12/53,USA,75,205,Guard,Bulls,1975,1976,2.5,0.6,0.8,0
2420,Nenad Krstic,Nenad,Krstic,0,1610612751,7/25/83,Serbia,84,240,Center,Nets,2004,2010,10,0.8,5.4,0
1474,Larry Krystkowiak,Larry,Krystkowiak,0,0,9/23/64,USA,81,220,Forward,,1986,1996,8.2,1.2,4.9,0
77316,Steve Kuberski,Steve,Kuberski,0,1610612738,11/6/47,USA,80,215,Forward,Celtics,1969,1977,5.5,0.6,3.8,0
77317,Leo Kubiak,Leo,Kubiak,0,1610610037,12/25/26,USA,71,160,Guard,Hawks,1949,1949,11.5,3.2,,0
77318,Bruce Kuczenski,Bruce,Kuczenski,0,1610612751,2/3/61,USA,82,230,Forward,Nets,1983,1983,1.9,0.5,1.5,0
77319,Frank Kudelka,Frank,Kudelka,0,1610610024,6/25/25,USA,74,193,Guard,Bullets,1949,1952,7.2,2.1,3.2,0
77320,John Kuester,John,Kuester,0,1610612758,2/6/55,USA,74,180,Guard,Kings,1977,1979,3.3,2.3,1,0
77322,Ray Kuka,Ray,Kuka,0,1610612752,2/17/22,USA,75,200,Forward,Knicks,1947,1948,4.9,0.7,,0
389,Toni Kukoc,Toni,Kukoc,0,1610612741,9/18/68,Croatia,83,235,Forward,Bulls,1993,2005,11.6,3.7,4.2,0
77323,Kevin Kunnert,Kevin,Kunnert,0,1610612745,11/11/51,USA,84,230,Center,Rockets,1973,1981,8.3,1.4,7.3,0
77324,Mitch Kupchak,Mitch,Kupchak,0,1610612764,5/24/54,USA,81,230,Forward,Bullets,1976,1985,10.2,0.7,5.4,0
77325,Charles Kupec,Charles,Kupec,0,1610612747,1/16/53,USA,78,220,Center,Lakers,1975,1977,4.1,0.7,2.1,0
1629066,Rodions Kurucs,Rodions,Kurucs,1,1610612749,2/5/98,Latvia,81,228,Forward,Bucks,2018,2020,1,0.4,0.9,
201633,Rob Kurz,Rob,Kurz,0,1610612744,3/5/85,USA,81,232,Forward,Warriors,2008,2009,3.9,0.5,2,0
2825,Ibrahim Kutluay,Ibrahim,Kutluay,0,0,1/7/74,Turkey,78,200,Guard,,2004,2004,0,0,0.2,0
1628398,Kyle Kuzma,Kyle,Kuzma,1,1610612747,7/24/95,USA,82,221,Forward,Lakers,2017,2020,12.1,1.5,6.7,
203136,Ognjen Kuzmic,Ognjen,Kuzmic,0,1610612744,5/16/90,Serbia,84,260,Center,Warriors,2013,2014,0.9,0.2,1,0
1627851,Mindaugas Kuzminskas,Mindaugas,Kuzminskas,0,0,10/19/89,Lithuania,81,215,Forward,,2016,2017,6.2,1,1.8,0
77327,Fred LaCour,Fred,LaCour,0,1610612737,2/7/38,USA,77,210,Guard,Hawks,1960,1962,6.5,1.9,3.3,0
1711,Raef LaFrentz,Raef,LaFrentz,0,1610612743,5/29/76,USA,83,240,Center-Forward,Nuggets,1998,2008,10.1,1.1,6.1,0
77328,Tom LaGarde,Tom,LaGarde,0,1610612742,2/10/55,USA,82,220,Center,Mavericks,1977,1984,7.6,1.5,5.1,0
1601,Rusty LaRue,Rusty,LaRue,0,0,12/10/73,USA,75,185,Guard,,1997,2003,5,1.6,1.3,0
77340,Rudy LaRusso,Rudy,LaRusso,0,1610612747,11/11/37,USA,80,220,Forward,Lakers,1959,1968,15.6,2.1,9.4,4
203897,Zach LaVine,Zach,LaVine,1,1610612741,3/10/95,USA,77,200,Guard-Forward,Bulls,2014,2020,28.2,4.9,5.1,
1627746,Skal Labissiere,Skal,Labissiere,1,1610612737,3/18/96,Haiti,82,235,Forward-Center,Hawks,2016,2019,7.2,1,4.5,0
77326,Sam Lacey,Sam,Lacey,0,1610612758,3/28/48,USA,82,235,Center,Kings,1970,1982,10.3,3.7,9.7,1
363,Christian Laettner,Christian,Laettner,0,1610612750,8/17/69,USA,83,245,Forward-Center,Timberwolves,1992,2004,12.8,2.6,6.7,1
201802,Oliver Lafayette,Oliver,Lafayette,0,1610612738,5/6/84,USA,74,190,Guard,Celtics,2009,2009,7,2,4,0
100263,Bill Laimbeer,Bill,Laimbeer,0,1610612765,5/19/57,USA,83,245,Center,Pistons,1980,1993,12.9,2,9.7,4
77329,Pete Lalich,Pete,Lalich,0,1610610026,6/23/20,USA,74,190,Forward,Rebels,1946,1946,0,0,,0
77330,Bo Lamar,Bo,Lamar,0,1610612747,4/7/51,USA,73,180,Guard,Lakers,1976,1976,7.1,2.5,1.3,0
203117,Doron Lamb,Doron,Lamb,0,1610612753,11/6/91,USA,76,200,Guard,Magic,2012,2013,3.5,0.8,1,0
203087,Jeremy Lamb,Jeremy,Lamb,1,1610612754,5/30/92,USA,77,180,Guard-Forward,Pacers,2012,2020,11.1,1.6,3.6,
77331,John Lambert,John,Lambert,0,1610612739,1/14/53,USA,82,225,Center,Cavaliers,1975,1981,3.8,0.6,3.3,0
77332,Jeff Lamp,Jeff,Lamp,0,1610612757,3/9/59,USA,78,195,Guard,Trail Blazers,1981,1988,5.1,0.9,1.5,0
2573,Maciej Lampe,Maciej,Lampe,0,1610612756,2/5/85,Poland,83,275,Forward,Suns,2003,2005,3.4,0.3,2.2,0
77333,Jim Lampley,Jim,Lampley,0,1610612755,7/2/60,USA,82,230,Forward,76ers,1986,1986,3,0,5,0
2253,Sean Lampley,Sean,Lampley,0,0,9/3/79,USA,78,213,Forward,,2002,2003,4.5,0.7,2.1,0
201171,Carl Landry,Carl,Landry,0,1610612758,9/19/83,USA,81,248,Forward,Kings,2007,2015,10.8,0.7,4.9,0
202068,Marcus Landry,Marcus,Landry,0,0,11/1/85,USA,79,230,Forward,,2009,2009,2.4,0,1.1,0
77334,Mark Landsberger,Mark,Landsberger,0,1610612747,5/21/55,USA,80,215,Forward,Lakers,1977,1983,5.6,0.5,6.1,0
77335,Jerome Lane,Jerome,Lane,0,1610612743,12/4/66,USA,78,230,Forward,Nuggets,1988,1992,5.3,1.5,5.8,0
457,Andrew Lang,Andrew,Lang,0,1610612756,6/28/66,USA,83,275,Center,Suns,1988,1999,6,0.6,4.8,0
226,Antonio Lang,Antonio,Lang,0,0,5/15/72,USA,80,205,Forward,,1994,1999,2.3,0.3,1.5,0
2591,James Lang,James,Lang,0,0,10/17/83,USA,82,305,Center,,2006,2006,1,0.2,1,0
1892,Trajan Langdon,Trajan,Langdon,0,0,5/13/76,USA,,,,,1999,2008,5.4,1.3,1.3,0
101247,Keith Langford,Keith,Langford,0,0,9/15/83,USA,76,215,Guard,,2007,2007,1,0,1,0
1629641,Romeo Langford,Romeo,Langford,1,1610612738,10/25/99,USA,76,216,Guard-Forward,Celtics,2019,2020,2.5,0.4,1.3,
2061,Dan Langhi,Dan,Langhi,0,0,11/28/77,USA,83,220,Forward,,2000,2003,3,0.3,1.5,0
600005,Bob Lanier,Bob,Lanier,0,1610612765,9/10/48,USA,83,250,Center,Pistons,1970,1983,20.1,3.1,10.1,8
77338,Stu Lantz,Stu,Lantz,0,1610612745,7/13/46,USA,75,175,Guard,Rockets,1968,1975,12.4,2.9,3.3,0
1627879,Nicolas Laprovittola,Nicolas,Laprovittola,0,0,1/31/90,Argentina,76,180,Guard,,2016,2016,3.3,1.6,0.6,0
77339,York Larese,York,Larese,0,1610612744,7/18/38,USA,76,183,Guard,Warriors,1961,1961,5.1,1.6,1.3,0
203499,Shane Larkin,Shane,Larkin,0,1610612751,10/2/92,USA,71,175,Guard,Nets,2013,2017,5.5,2.9,1.9,0
77341,John Laskowski,John,Laskowski,0,1610612741,6/7/53,USA,78,185,Guard,Bulls,1975,1976,7.1,0.8,2.4,0
201186,Stephane Lasme,Stephane,Lasme,0,1610612748,12/17/82,Gabon,80,215,Forward,Heat,2007,2007,5.2,0.2,3.3,0
77342,Dave Lattin,Dave,Lattin,0,1610612756,12/23/43,USA,78,225,Forward,Suns,1967,1968,4.5,0.6,3.8,0
968,Priest Lauderdale,Priest,Lauderdale,0,1610612743,8/31/73,USA,88,325,Center,Nuggets,1996,1997,3.4,0.4,1.9,0
77344,Rich Laurel,Rich,Laurel,0,1610612749,7/11/54,USA,78,190,Guard,Bucks,1977,1977,2.4,0.3,1,0
77345,Walt Lautenbach,Walt,Lautenbach,0,1610610033,11/17/22,USA,74,185,Forward,Redskins,1949,1949,4.3,1.3,,0
203530,Joffrey Lauvergne,Joffrey,Lauvergne,0,1610612759,9/30/91,France,83,260,Center,Spurs,2014,2017,5.6,0.9,3.8,0
77346,Tony Lavelli,Tony,Lavelli,0,1610612738,7/11/26,USA,75,185,Forward,Celtics,1949,1950,6.9,0.7,2,0
77347,Bob Lavoy,Bob,Lavoy,0,1610610030,6/29/26,USA,79,185,Forward,Olympians,1950,1953,8.2,1.5,6.2,0
201151,Acie Law,Acie,Law,0,1610612737,1/25/85,USA,75,202,Guard,Hawks,2007,2010,3.9,1.6,1,0
1629724,Vic Law,Vic,Law,1,1610612753,12/19/95,USA,79,201,Forward,Magic,2019,2019,1.9,0.4,1.4,0
202371,Gani Lawal,Gani,Lawal,0,1610612756,11/7/88,USA,81,234,Forward,Suns,2010,2010,0,0,0,0
77348,Ed Lawrence,Ed,Lawrence,0,1610612765,12/8/52,USA,83,228,Center,Pistons,1980,1980,4,0.3,1.3,0
1535,Jason Lawson,Jason,Lawson,0,1610612753,9/2/74,USA,83,240,Center,Magic,1997,2002,1.5,0.3,1.6,0
201951,Ty Lawson,Ty,Lawson,0,1610612764,11/3/87,USA,71,195,Guard,Wizards,2009,2017,12.7,6,2.7,0
1627774,Jake Layman,Jake,Layman,1,1610612750,3/7/94,USA,80,209,Forward,Timberwolves,2016,2020,6.1,0.8,1.9,
77350,Dennis Layton,Dennis,Layton,0,1610612756,12/24/48,USA,73,180,Guard,Suns,1971,1977,6.9,2.6,1.3,0
1627747,Caris LeVert,Caris,LeVert,1,1610612754,8/25/94,USA,78,205,Guard,Pacers,2016,2020,17.3,5.3,4.2,
1628388,TJ Leaf,TJ,Leaf,1,1610612754,4/30/97,USA,82,222,Forward,Pacers,2017,2019,3.3,0.3,2,0
77351,Emanuel Leaks,Emanuel,Leaks,0,1610612755,11/27/45,USA,80,225,Center,76ers,1972,1973,8.3,0.9,6.8,0
77352,Hal Lear,Hal,Lear,0,1610612744,1/31/35,USA,71,163,Guard,Warriors,1956,1956,1.3,0.3,0.3,0
77353,Allen Leavell,Allen,Leavell,0,1610612745,5/27/57,USA,73,170,Guard,Rockets,1979,1988,9.5,4.8,1.7,0
77354,Jeff Lebo,Jeff,Lebo,0,1610612759,10/5/66,USA,74,180,Forward,Spurs,1989,1989,1.5,0.8,1,0
287,Eric Leckner,Eric,Leckner,0,1610612762,5/27/66,USA,83,265,Center,Jazz,1988,1996,4.1,0.5,3.2,0
1629665,Jalen Lecque,Jalen,Lecque,1,1610612754,6/13/00,USA,76,185,Guard,Pacers,2019,2020,1.3,0.5,1.3,
203495,Ricky Ledo,Ricky,Ledo,0,1610612742,9/10/92,USA,79,195,Guard,Mavericks,2013,2014,3.9,0.8,1.4,0
77356,Butch Lee,Butch,Lee,0,1610612737,12/5/56,USA,72,185,Guard,Hawks,1978,1979,8.1,3.2,1.4,0
77357,Clyde Lee,Clyde,Lee,0,1610612744,3/14/44,USA,82,205,Forward,Warriors,1966,1975,7.7,1.1,10.3,1
201584,Courtney Lee,Courtney,Lee,1,1610612742,10/3/85,USA,77,215,Guard,Mavericks,2008,2019,9.6,1.7,2.6,0
1627814,Damion Lee,Damion,Lee,1,1610612744,10/21/92,USA,77,210,Guard-Forward,Warriors,2017,2020,6.7,1.4,3.3,
101135,David Lee,David,Lee,0,1610612759,4/29/83,USA,81,245,Forward-Center,Spurs,2005,2016,13.5,2.2,8.8,2
77358,Doug Lee,Doug,Lee,0,1610612751,10/24/64,USA,77,200,Guard,Nets,1991,1994,2.3,0.4,0.6,0
77359,George Lee,George,Lee,0,1610612765,11/23/36,USA,76,200,Forward,Pistons,1960,1967,7.5,0.9,4.2,0
77360,Greg Lee,Greg,Lee,0,1610612757,12/12/51,USA,75,190,Guard,Trail Blazers,1975,1975,1.2,2.2,0.4,0
77361,Keith Lee,Keith,Lee,0,1610612739,12/28/62,USA,82,215,Forward,Cavaliers,1985,1988,6.1,1,4.7,0
77362,Kurk Lee,Kurk,Lee,0,1610612751,6/3/67,USA,75,190,Guard,Nets,1990,1990,1.4,0.7,0.6,0
202723,Malcolm Lee,Malcolm,Lee,0,0,5/22/90,USA,77,200,Guard,,2011,2014,3.9,1.4,1.8,0
77363,Rock Lee,Rock,Lee,0,1610612746,5/1/55,USA,82,220,Center,Clippers,1981,1981,1,1,0.5,0
77364,Ron Lee,Ron,Lee,0,1610612756,11/2/52,USA,75,193,Guard,Suns,1976,1981,7.3,3.8,2.7,0
77365,Russell Lee,Russell,Lee,0,1610612749,1/27/50,USA,77,185,Forward,Bucks,1972,1974,2.9,0.7,1.2,0
77366,Ed Leede,Ed,Leede,0,1610612738,7/17/27,USA,75,185,Guard,Celtics,1949,1950,7.8,1.9,2.1,0
77367,Hank Lefkowitz,Hank,Lefkowitz,0,1610610026,8/31/23,USA,74,190,Forward,Rebels,1946,1946,2.1,0.2,,0
100,Tim Legler,Tim,Legler,0,0,12/26/66,USA,76,200,Guard,,1989,1999,7,1.3,1.6,0
77369,George Lehmann,George,Lehmann,0,1610612737,5/1/42,USA,72,180,Guard,Hawks,1967,1968,3.2,1.8,0.8,0
1627215,Walt Lemon Jr.,Walt,Lemon Jr.,0,1610612741,7/26/92,USA,75,180,Guard,Bulls,2017,2018,9.4,3.2,2.6,0
203458,Alex Len,Alex,Len,1,1610612764,6/16/93,Ukraine,84,250,Center,Wizards,2013,2020,6.1,0.9,3.6,
702,Voshon Lenard,Voshon,Lenard,0,1610612748,5/14/73,USA,76,215,Guard,Heat,1995,2005,11.9,2.1,2.8,0
77371,Bob Leonard,Bob,Leonard,0,1610612747,7/17/32,USA,75,185,Guard,Lakers,1956,1962,9.9,3.3,2.9,0
77370,Gary Leonard,Gary,Leonard,0,1610612750,2/16/67,USA,85,250,Center,Timberwolves,1989,1991,1.4,0.1,1.1,0
202695,Kawhi Leonard,Kawhi,Leonard,1,1610612746,6/29/91,USA,79,225,Forward,Clippers,2011,2020,25.9,4.9,6.3,
203086,Meyers Leonard,Meyers,Leonard,1,1610612760,2/27/92,USA,84,260,Forward-Center,Thunder,2012,2020,3.3,0.7,2.3,
77372,Jim Les,Jim,Les,0,1610612758,8/18/63,USA,71,165,Guard,Kings,1988,1994,3.8,2.9,1.2,0
202727,Travis Leslie,Travis,Leslie,0,0,3/29/90,USA,,,,,2011,2017,1.4,0.5,0.9,0
77373,Ronnie Lester,Ronnie,Lester,0,1610612741,1/1/59,USA,74,175,Guard,Bulls,1980,1985,7.3,4,1.9,0
77374,Clifford Lett,Clifford,Lett,0,1610612759,12/23/65,USA,75,170,Guard,Spurs,1989,1990,3.5,0.7,0.6,0
202720,Jon Leuer,Jon,Leuer,0,1610612765,5/14/89,USA,82,228,Forward,Pistons,2011,2018,6.4,0.8,3.8,0
77375,Andrew Levane,Andrew,Levane,0,1610612755,4/11/20,USA,74,190,Forward,Nationals,1948,1952,4.5,2,1.3,0
77376,Lafayette Lever,Lafayette,Lever,0,1610612743,8/18/60,USA,75,170,Guard,Nuggets,1982,1993,13.9,6.2,6,2
77377,Cliff Levingston,Cliff,Levingston,0,1610612737,1/4/61,USA,80,210,Forward,Hawks,1982,1994,7.1,0.9,5.2,0
77385,Bobby Lewis,Bobby,Lewis,0,1610612744,3/20/45,USA,75,175,Guard,Warriors,1967,1970,5.8,2.2,2.1,0
736,Cedric Lewis,Cedric,Lewis,0,1610612764,9/24/69,USA,82,235,Forward,Bullets,1995,1995,1.3,0,0.7,0
77379,Fred Lewis,Fred,Lewis,0,1610610024,1/6/21,USA,74,195,Forward,Bullets,1948,1949,8.4,1.4,,0
77380,Freddie Lewis,Freddie,Lewis,0,1610612754,7/1/43,USA,72,175,Guard,Pacers,1966,1976,5.8,1.5,1.4,0
77381,Grady Lewis,Grady,Lewis,0,1610610028,3/25/17,USA,79,215,Forward,Falcons,1946,1948,5.4,0.9,,0
729,Martin Lewis,Martin,Lewis,0,1610612761,4/28/75,USA,78,225,Forward,Raptors,1995,1996,3.6,0.3,1.4,0
1900,Quincy Lewis,Quincy,Lewis,0,0,6/26/77,USA,79,215,Guard-Forward,,1999,2003,3.6,0.6,1.3,0
77383,Ralph Lewis,Ralph,Lewis,0,1610612765,3/28/63,USA,78,200,Guard,Pistons,1987,1989,2.3,0.3,1.2,0
1740,Rashard Lewis,Rashard,Lewis,0,1610612760,8/8/79,USA,82,235,Forward,SuperSonics,1998,2013,14.9,1.7,5.2,2
77384,Reggie Lewis,Reggie,Lewis,0,1610612738,11/21/65,USA,79,195,Guard,Celtics,1987,1992,17.6,2.6,4.3,1
77386,Marcus Liberty,Marcus,Liberty,0,1610612743,10/27/68,USA,80,205,Forward,Nuggets,1990,1993,7.3,0.9,3.5,0
77387,Todd Lichti,Todd,Lichti,0,1610612743,1/8/67,USA,76,205,Guard,Nuggets,1989,1993,7.9,1.4,2.1,0
202732,DeAndre Liggins,DeAndre,Liggins,0,1610612739,3/31/88,USA,78,209,Guard,Cavaliers,2011,2017,2,0.7,1.4,0
77388,Bill Ligon,Bill,Ligon,0,1610612765,5/19/52,USA,76,180,Guard,Pistons,1974,1974,3.3,0.7,0.7,0
203081,Damian Lillard,Damian,Lillard,1,1610612757,7/15/90,USA,74,195,Guard,Trail Blazers,2012,2020,30.1,7.7,4.4,
202391,Jeremy Lin,Jeremy,Lin,0,1610612761,8/23/88,USA,75,200,Guard,Raptors,2010,2018,11.6,4.3,2.8,0
77389,Steve Lingenfelter,Steve,Lingenfelter,0,1610612764,6/10/58,USA,81,225,Forward,Bullets,1982,1983,1,0.5,1.6,0
175,Alton Lister,Alton,Lister,0,1610612749,10/1/58,USA,84,245,Center-Forward,Bucks,1981,1997,6.6,1,6.3,0
1629642,Nassir Little,Nassir,Little,1,1610612757,2/11/00,USA,77,220,Forward-Guard,Trail Blazers,2019,2020,5.3,0.4,2.6,
988,Randy Livingston,Randy,Livingston,0,1610612756,4/2/75,USA,76,209,Guard,Suns,1996,2006,3.8,2,1.4,0
2733,Shaun Livingston,Shaun,Livingston,0,1610612744,9/11/85,USA,79,192,Guard,Warriors,2004,2018,6.3,3,2.4,0
77392,Ron Livingstone,Ron,Livingstone,0,1610612744,10/9/25,USA,82,220,Center,Warriors,1949,1950,6.3,1.9,4.7,0
1024,Horacio Llamas,Horacio,Llamas,0,1610612756,7/17/73,USA,83,285,Center,Suns,1996,2002,2.1,0.2,1.3,0
77394,Earl Lloyd,Earl,Lloyd,0,1610612755,4/3/28,USA,78,200,Forward,Nationals,1950,1959,8.4,1.4,6.4,0
77395,Lewis Lloyd,Lewis,Lloyd,0,1610612745,2/22/59,USA,78,205,Guard,Rockets,1981,1989,13.2,2.9,3.1,0
77396,Scott Lloyd,Scott,Lloyd,0,1610612742,12/19/52,USA,82,230,Center,Mavericks,1976,1982,4.6,1,3,0
77397,Bob Lochmueller,Bob,Lochmueller,0,1610612755,6/5/27,USA,77,185,Forward,Nationals,1952,1952,3.7,0.8,2.6,0
77398,Robert Lock,Robert,Lock,0,1610612746,5/22/66,USA,81,225,Forward,Clippers,1988,1988,1.5,0.2,1.6,0
77399,Darrell Lockhart,Darrell,Lockhart,0,1610612759,9/14/60,USA,81,245,Forward,Spurs,1983,1983,2,0,1.5,0
1100,Ian Lockhart,Ian,Lockhart,0,1610612756,6/25/67,USA,80,240,Forward,Suns,1990,1990,4,0,0,0
77401,Kevin Loder,Kevin,Loder,0,1610612758,3/15/59,USA,78,205,Forward,Kings,1981,1983,5.9,1.2,2.3,0
77402,Don Lofgran,Don,Lofgran,0,1610610030,11/18/28,USA,77,200,Forward,Olympians,1950,1953,6.1,1,3.9,0
1629155,Zach Lofton,Zach,Lofton,0,0,11/18/92,USA,76,180,Guard,,2018,2018,0,0,0,0
77403,Johnny Logan,Johnny,Logan,0,1610610034,1/1/21,USA,74,175,Guard,Bombers,1946,1950,12.4,3,4.6,0
38,Brad Lohaus,Brad,Lohaus,0,1610612749,9/29/64,USA,83,230,Forward-Center,Bucks,1987,1997,5.9,1.1,2.8,0
1609,Art Long,Art,Long,0,1610612760,10/1/72,USA,81,250,Forward,SuperSonics,2000,2002,3.5,0.5,3.3,0
3,Grant Long,Grant,Long,0,0,3/12/66,USA,81,240,Forward,,1988,2002,9.5,1.7,6.1,0
1381,John Long,John,Long,0,1610612765,8/28/56,USA,77,200,Guard,Pistons,1978,1996,13.6,1.9,2.8,0
77406,Paul Long,Paul,Long,0,1610612765,2/8/44,USA,74,180,Guard,Pistons,1967,1970,3.9,0.8,0.8,0
1627848,Shawn Long,Shawn,Long,0,1610612755,1/29/93,USA,81,255,Forward,76ers,2016,2016,8.2,0.7,4.7,0
26,Luc Longley,Luc,Longley,0,0,1/19/69,USA,,,Center,,1991,2000,7.2,1.5,4.9,0
1626172,Kevon Looney,Kevon,Looney,1,1610612744,2/6/96,USA,81,222,Forward,Warriors,2015,2020,3.9,1.6,4.2,
201572,Brook Lopez,Brook,Lopez,1,1610612749,4/1/88,USA,84,282,Center,Bucks,2008,2020,11.4,0.7,5,
1732,Felipe Lopez,Felipe,Lopez,0,1610612763,12/19/74,Dominican Republic,77,195,Guard-Forward,Grizzlies,1998,2002,5.8,1,2.4,0
2221,Raul Lopez,Raul,Lopez,0,0,4/15/80,Spain,72,175,Guard,,2002,2004,6.5,3.8,1.7,0
201577,Robin Lopez,Robin,Lopez,1,1610612764,4/1/88,USA,84,281,Center,Wizards,2008,2020,8.2,0.9,4.1,
943,Ryan Lorthridge,Ryan,Lorthridge,0,1610612744,7/27/72,USA,76,190,Guard,Warriors,1994,1994,7.4,2.7,1.9,0
77409,Jim Loscutoff,Jim,Loscutoff,0,1610612738,2/4/30,USA,77,220,Forward,Celtics,1955,1963,6.2,0.7,5.6,0
77410,Plummer Lott,Plummer,Lott,0,1610612760,12/11/45,USA,77,210,Forward,SuperSonics,1967,1968,2.2,0.6,1.8,0
77411,Kevin Loughery,Kevin,Loughery,0,1610612764,3/28/40,USA,75,190,Guard,Bullets,1962,1972,15.3,3.7,3,0
